category,name,email,phone,facebook,instagram,logo,new_logo
caterers,M Catering & Fine Foods,info@mcatering.ph,0917 884 4234,,,"https://static.wixstatic.com/media/f488d8_bb5719c4aab04aba91aaeefcfe71183d~mv2.jpeg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpeg",/vendor-logos/m-catering-fine-foods.jpg
caterers,Manang A Catering,jem.mananga.sales@gmail.com,0945 739 4060,https://www.facebook.com/ManangACatering,,"https://static.wixstatic.com/media/f488d8_83fae88901d14f27a2766a379326a63d~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/manang-a-catering.jpg
caterers,Marquis Catering Marquis Catering,info@marquis.ph,0917 122 5872,,,"https://static.wixstatic.com/media/f488d8_82e22e4a55a640dd98646a83614ded76~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png",/vendor-logos/marquis-catering-marquis-catering.png
caterers,Palatino's Catering,palatinocateringsales@gmail.com,0998 379 8434,http://www.facebook.com/palatinoscatering,,"https://static.wixstatic.com/media/f488d8_904bdd776451449b83211b358b13ccb4~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg","https://static.wixstatic.com/media/f488d8_904bdd776451449b83211b358b13ccb4~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg"
caterers,Sac B Catering Service,info@sacbcateringservice.com,0917 800 3905,https://www.facebook.com/sacbcateringservice,,"https://static.wixstatic.com/media/f488d8_d8b8c8d69418404c90fdf8214191c180~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/sac-b-catering-service.png
caterers,Shanghai Saloon Catering & Events,shanghaisalooncateringsevent@gmail.com,0915 527 5764,https://www.facebook.com/shanghaisaloonmanila,,"https://static.wixstatic.com/media/f488d8_cf200eb557244e8fbe9f5fccf5a15397~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/shanghai-saloon-catering-events.jpg
caterers,Tavolo,Paolo@tavolo.ph,0995 156 9043,https://www.facebook.com/profile.php?id=61571873784316,,"https://static.wixstatic.com/media/f488d8_6cfad9f1e59e4894bb8be827550e0837~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/tavolo.png
coordinators,AJT Events Management,info@ajtevents.com,0917 626 4878,https://www.facebook.com/ajteventsmanagement,,"https://static.wixstatic.com/media/f488d8_9d15a98eb430443980ceac7e96e12acc~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/ajt-events-management.jpg
coordinators,Awesome Events,AwesomeEventsPH@gmail.com,,https://www.facebook.com/AwesomeEventsPH,,"https://static.wixstatic.com/media/f488d8_eada5137e87142458aba619d1147a52b~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png",/vendor-logos/awesome-events.png
coordinators,DC Events Management,coordinator@weddingsnmotifs.com,0917 622 6756,https://www.facebook.com/coordinatordhonconwi,,"https://static.wixstatic.com/media/f488d8_c94baa9a0ddc40b7b147ac451b7d24dc~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png","https://static.wixstatic.com/media/f488d8_c94baa9a0ddc40b7b147ac451b7d24dc~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png"
coordinators,Daphney Ligsay Events and Concepts,daphneyligsay@yahoo.com,0917 569 5838,https://www.facebook.com/daphneyligsayeventsandconcepts,,"https://static.wixstatic.com/media/f488d8_639db84e33f546d48e1846ca400328e3~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg","https://static.wixstatic.com/media/f488d8_639db84e33f546d48e1846ca400328e3~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg"
coordinators,Dreisofia's Events,marlet.trinidad@yahoo.com,10009508803,https://www.facebook.com/profile.php?id=100095088031892,,"https://static.wixstatic.com/media/f488d8_2f0d49e22f2f4e158ffbedfdc6ec35f0~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png","https://static.wixstatic.com/media/f488d8_2f0d49e22f2f4e158ffbedfdc6ec35f0~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png"
coordinators,Elite Wedding Creatives,eliteweddingcreatives@gmail.com,0927 968 5430,https://www.facebook.com/eliteweddingcreatives,,"https://static.wixstatic.com/media/f488d8_8ab1fe76fa4f414e8ffb4dd36c955288~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg","https://static.wixstatic.com/media/f488d8_8ab1fe76fa4f414e8ffb4dd36c955288~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg"
coordinators,Esas Events Management,elegantshow@yahoo.com.ph,0916 605 0712,https://www.facebook.com/esaseventsmanagement,,"https://static.wixstatic.com/media/f488d8_554dfec1efe9468baadff34fd0dd5b64~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/esas-events-management.jpg
coordinators,EventTree Wedding & Event Management,eventtree888@gmail.com,0927 818 4080,https://www.facebook.com/eventtreeweddings,,"https://static.wixstatic.com/media/f488d8_07ec80a5b26f4b33b074d1f4959a3783~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png","https://static.wixstatic.com/media/f488d8_07ec80a5b26f4b33b074d1f4959a3783~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png"
coordinators,Events by Ria,eventsbyria2023@gmail.com,0999 883 7969,https://www.facebook.com/EbrEventCoordination,,"https://static.wixstatic.com/media/f488d8_094064f515ec4fcfb187bde8558dcfd1~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/events-by-ria.jpg
coordinators,Eventzified Weddings & Events,eventzified2016@gmail.com,0919 004 5922,https://www.facebook.com/Eventzified,,"https://static.wixstatic.com/media/f488d8_cf739e223a87446fad5851b6e360a7af~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg","https://static.wixstatic.com/media/f488d8_cf739e223a87446fad5851b6e360a7af~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg"
coordinators,FYI Events,fyievents10@gmail.com,0927 226 2333,https://www.facebook.com/Fyievents10,,"https://static.wixstatic.com/media/f488d8_dbccc991adda40cbb2216c2ecb8b2e03~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/fyi-events.png
coordinators,Gem Events Management,gemeventsmgt@gmail.com,0945 480 4013,https://www.facebook.com/profile.php?id=61551604962859,,"https://static.wixstatic.com/media/f488d8_8b800d17aead415ea0c5220062f7fa08~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/gem-events-management.png
coordinators,Glamourjaz Events and Event Stylist,glamourjazevents@yahoo.com,0919 392 0287,https://www.facebook.com/glamourjaz,,"https://static.wixstatic.com/media/f488d8_a86f4d27183447f18542d22ffd199008~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/glamourjaz-events-and-event-stylist.webp
coordinators,HOST DJ TONI TUBERO & EVENT MASTERS MANILA EVENTS MANAGEMENT SERVICES OPC,theeventmastersmanila@gmail.com,0967 990 2433,https://www.facebook.com/eventmastersmanila,,"https://static.wixstatic.com/media/f488d8_5c3a4558ed7d4bd29f5485027260512e~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png",/vendor-logos/host-dj-toni-tubero-event-masters-manila-events-management-services-opc.webp
coordinators,Heart Focus Event Management,heartfocus.event@gmail.com,0905 435 3175,https://www.facebook.com/HeartFocusEventmngt,,"https://static.wixstatic.com/media/f488d8_7b7babd45e9d4b869265ac48f07ac16f~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/heart-focus-event-management.png
coordinators,Infinity Weddings and Events,inquire.infinityevents@gmail.com,09150966185,https://www.facebook.com/infinityweddingsandevents,,"https://static.wixstatic.com/media/706e28_a43b6596109249d69ae7a771d51fa8a2~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png",/vendor-logos/infinity-weddings-and-events.jpg
coordinators,JB Calderon Events Management,marketing@jbcevents.com.ph,0960 425 9476,https://www.facebook.com/jbcalderonevents,,"https://static.wixstatic.com/media/f488d8_98e4c41e5b854a48be12eebdac23358e~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/jb-calderon-events-management.jpg
coordinators,Jhossa Events Management,jhossaeventmanagement@gmail.com,0945 836 2811,https://www.facebook.com/JhossaEM,,"https://static.wixstatic.com/media/f488d8_1f65ae5712884dec933b02a5a4eb1364~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/jhossa-events-management.jpg
coordinators,Kairos Event Specialist Services Corp,Kairosph.operation@gmail.com,0917 183 6305,https://www.facebook.com/profile.php?id=61555531924204,,"https://static.wixstatic.com/media/f488d8_2e66214f1256468697a6ac377449eed2~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/kairos-event-specialist-services-corp.webp
coordinators,Key Events,keyeventservices@gmail.com,0917 620 7542,https://www.facebook.com/keyevents.ph,,"https://static.wixstatic.com/media/f488d8_0573fb8382d24266a4a011382935a447~mv2.jpeg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpeg",/vendor-logos/key-events.jpg
coordinators,Kredin The Events Engineer,kredintheeventsengineer@gmail.com,,https://www.facebook.com/kredintheeventsengineer,,"https://static.wixstatic.com/media/f488d8_ed00f9271e48456481a4eff215b028f0~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/kredin-the-events-engineer.jpg
coordinators,Kylix Events and Promotions,kylixevents@gmail.com,0917 821 0441,https://www.facebook.com/kylixevents,,"https://static.wixstatic.com/media/f488d8_c56b6f540de242b0a3587340745e6e94~mv2.jpeg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpeg",/vendor-logos/kylix-events-and-promotions.jpg
coordinators,Lots of Love Events,lotsofloveevents@gmail.com,0998 855 8771,https://www.facebook.com/lotsofloveevents,,"https://static.wixstatic.com/media/f488d8_07753342911b45cca61b0ec94787b78d~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/lots-of-love-events.png
coordinators,Monina E Events and Marketing,Hello@moninae.com,0917 888 7987,https://www.facebook.com/moninae.eventsmnl,,"https://static.wixstatic.com/media/f488d8_e61ce51a136f48b298b2da30f4f3cac0~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/monina-e-events-and-marketing.jpg
coordinators,PATH Productions,pathweddingsandevents@gmail.com,0961 275 8062,https://www.facebook.com/pathproduction,,"https://static.wixstatic.com/media/f488d8_ff164e87ead6420b9eab0ea6c1920bfc~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png",/vendor-logos/path-productions.png
coordinators,Refinne JG Events Management Services,refinnejgems@gmail.com,0929 244 7793,https://www.facebook.com/refinnejgems?mibextid=ZbWKwL,,"https://static.wixstatic.com/media/f488d8_cd03ce84f76d4733a24ab899843ca556~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/refinne-jg-events-management-services.jpg
coordinators,Rommel Espera Events Management and Services,esperarommel@gmail.com,0916 408 8820,https://www.facebook.com/rommelbridal,,"https://static.wixstatic.com/media/f488d8_42f686a483444664b75676fb867c6da5~mv2.jpeg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpeg",/vendor-logos/rommel-espera-events-management-and-services.webp
coordinators,Sweet Beginnings Events Management,candicerodriguez30@gmail.com,0932 170 1858,https://www.facebook.com/SweetBeginningsEventsManagement,,"https://static.wixstatic.com/media/f488d8_25dfc8231483477b8b9d596fc8e562c1~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png","https://static.wixstatic.com/media/f488d8_25dfc8231483477b8b9d596fc8e562c1~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png"
coordinators,Weddings & Motifs Event Styling,support@weddingsnmotifs.com,0917 622 6756,,,"https://static.wixstatic.com/media/f488d8_3fb2b135df514f4898bc27a11074883a~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png",/vendor-logos/weddings-motifs-event-styling.png
coordinators,Zen Events Management and Services,zemsinquiry@gmail.com,0907 997 1729,https://www.facebook.com/zeneventsmanagement,,"https://static.wixstatic.com/media/f488d8_38d5de61fb484bdaacc3ed15710625bf~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png",/vendor-logos/zen-events-management-and-services.jpg
designers,Annaline Studio,Annaline.studio@gmail.com,,https://www.facebook.com/annaline.studio,,"https://static.wixstatic.com/media/f488d8_db2563c2acdc46559d84634f3004f656~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/annaline-studio.webp
designers,Aurea Vinluan,aureavinluan.sofa@gmail.com,0917 315 2424,https://www.facebook.com/aureavinluandesigns,,"https://static.wixstatic.com/media/f488d8_38a9350651ec4d15a7cf418677183af1~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/aurea-vinluan.jpg
designers,Danie Baron Designs,daniebarondesigns@gmail.com,,https://www.facebook.com/daniebarondesign,,"https://static.wixstatic.com/media/f488d8_757721b5f9664bf2a17c59cdd55c3bd3~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/danie-baron-designs.webp
designers,Emil Ocampo Fashion House,emil15_ocampo@yahoo.com.ph,0917 500 5890,https://www.facebook.com/emilocampobridalgown?mibextid=LQQJ4d,,https://static.wixstatic.com/media/f488d8_d9e6fb48d67149b7b3939aef14c9ea28~mv2.gif,/vendor-logos/emil-ocampo-fashion-house.gif
designers,Gaor Manila,Gaormanila@gmail.com,0917 110 1179,https://www.facebook.com/GaorManila,,"https://static.wixstatic.com/media/f488d8_d9e47b65118545f08714e10c7e9cf721~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/f488d8_d9e47b65118545f08714e10c7e9cf721~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
designers,House of Yu,yu_pjay@yahoo.com,0922 801 8478,http://www.facebook.com/melaines.bridal,,"https://static.wixstatic.com/media/f488d8_6c8044ad59144714a4844a4835535b51~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/f488d8_6c8044ad59144714a4844a4835535b51~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
designers,JMC Embroidery & Gowns,jmc.embroidery01@gmail.com,0975 675 4711,https://www.facebook.com/profile.php?id=100070072825696,,"https://static.wixstatic.com/media/f488d8_778787c87a9d4ee2835e59581d99f8f3~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/jmc-embroidery-gowns.jpg
designers,Khristelle Tan Bridal Couture,khristelletan@gmail.com,0998 887 5651,https://www.facebook.com/KhristelleTan,,"https://static.wixstatic.com/media/f488d8_9efcafbd2c4a4aaba363852fda979d59~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png","https://static.wixstatic.com/media/f488d8_9efcafbd2c4a4aaba363852fda979d59~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png"
designers,Paulo Juan by Fascino Luxewear,fascinoclothingph@gmail.com,0917 334 6069,,http://instagram.com/fascinoluxewear,"https://static.wixstatic.com/media/f488d8_88df3955f8a040ebb1a2ec41409a3a87~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/paulo-juan-by-fascino-luxewear.jpg
designers,Riad Kashlan Couture,keepgoing850@hotmail.com,0956 329 5670,https://www.facebook.com/Riadkashlancouture,,"https://static.wixstatic.com/media/f488d8_03685b7ba0b044d7ab734ff505a6ba5a~mv2.jpeg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpeg",/vendor-logos/riad-kashlan-couture.jpg
designers,Royal Brides MNL,Ajrivera42028@gmail.com,0926 914 5684,https://www.facebook.com/royalbridesmnl,,"https://static.wixstatic.com/media/f488d8_3fe623d826444963995d525236b227ba~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/royal-brides-mnl.png
designers,Traje Manila,trajemanila@gmail.com,0917 901 5073,https://www.facebook.com/TrajeManila,,"https://static.wixstatic.com/media/f488d8_f3b8b558924848aea8f451b23d70839a~mv2.jpeg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpeg",/vendor-logos/traje-manila.jpg
designers,Traje de Boda,traje_de_boda@yahoo.com,0918 990 0435,https://www.facebook.com/trajedebodabyshirleylustado,,"https://static.wixstatic.com/media/706e28_659312fe971346d58f0521602be89fc0~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/706e28_659312fe971346d58f0521602be89fc0~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
designers,Tyrone An Couture,antyrone3@gmail.com,0915 340 3934,https://www.facebook.com/TyroneAnCouture,,"https://static.wixstatic.com/media/f488d8_9883c254a8ce4aa08e4469a64bf7f3cb~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/tyrone-an-couture.jpg
designers,Zharie’s Fashion Boutique,Shangrilamacabenta@yahoo.com,0968 418 5837,https://www.facebook.com/Shangsfashionboutique,,"https://static.wixstatic.com/media/f488d8_c5b166005f4b4e6ca280d6b45aa2b117~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/zharies-fashion-boutique.jpg
dessert suppliers,Araro Gelato,araro.gelato@gmail.com,0927 119 6674,,https://www.instagram.com/araro.gelato,"https://static.wixstatic.com/media/f488d8_1d7c029fec444a2f9b58cea949c96f3c~mv2.png/v1/fill/w_157,h_151,al_c,lg_1,q_85,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png",/vendor-logos/araro-gelato.png
dessert suppliers,Candy Rush by Ken,hlen0921@gmail.com,0999 990 8186,https://www.facebook.com/CandyrushbyKen,,"https://static.wixstatic.com/media/f488d8_5cf75058e3af4a5ebf500822d0ceb92a~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/candy-rush-by-ken.png
dessert suppliers,Cocktails Manila,cocktailsmanila@gmail.com,0976 341 1436,,https://www.instagram.com/cocktails.manila?fbclid=IwAR3SGaZ64vr3Zmrvmz-YDhy_jLEK1TyxvMg5VFIKzCJKH3NpcVqSJT5Rupg,"https://static.wixstatic.com/media/f488d8_72fa143a8afd4685901c18956f4b76d7~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/cocktails-manila.png
dessert suppliers,DNA Creamery,dnacreamery@gmail.com,0947 742 5998,https://www.facebook.com/dnacreamery,,"https://static.wixstatic.com/media/706e28_2265d7496b1b4fcb877395b9997667c5~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg","https://static.wixstatic.com/media/706e28_2265d7496b1b4fcb877395b9997667c5~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg"
dessert suppliers,Donut Wall by Hazel,donutwallbyhazel@gmail.com,0927 742 1355,https://www.facebook.com/donutwallbyhazel,,"https://static.wixstatic.com/media/f488d8_172b298fa3b54658bcd3dd3263dfff8f~mv2.jpg/v1/fill/w_157,h_151,al_c,lg_1,q_80,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/donut-wall-by-hazel.jpg
dessert suppliers,TYnapay by Adz,mrsadriennety@gmail.com,0906 537 2327,https://www.facebook.com/TYnapaybyAdz?mibextid=LQQJ4d,,"https://static.wixstatic.com/media/f488d8_3716ee2ea6134c519180d27228b3cd38~mv2.jpg/v1/fill/w_157,h_151,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.jpg",/vendor-logos/tynapay-by-adz.png
dessert suppliers,The Lost Bread,marco@thelostbreadgroup.com,0949 841 7045,,,"https://static.wixstatic.com/media/f488d8_3194890e427b4b1bbf81c7c2de75adc4~mv2.png/v1/fill/w_157,h_151,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/76613093_10157457833386061_4880067254760243200_n.png",/vendor-logos/the-lost-bread.jpg
wedding finance,Metrobank,customercare@metrobank.com.ph,,https://www.facebook.com/metrobank,,"https://static.wixstatic.com/media/f488d8_c050004fa0d1493ab9a96ec3fb6bb56e~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/metrobank.png
florists and event stylists,Amaranthus Florist & Event Stylist,Amaranthus.florist@gmail.com,0998 575 6837,http://facebook.com/amaranthusflorist.eventstylist,,"https://static.wixstatic.com/media/f488d8_3dff4d348c2043fc987181a7b2b307b7~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/amaranthus-florist-event-stylist.jpg
florists and event stylists,Dangwa Flowers by Clint Carl,clintflowershop@yahoo.com,,https://www.facebook.com/DangwaFlowersByClintCarl,,"https://static.wixstatic.com/media/f488d8_95a05d0e84f347a7b9c41ad6103b093a~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/dangwa-flowers-by-clint-carl.jpg
florists and event stylists,Flowers Of May,elegaspi2003@gmail.com,0917 869 9717,https://www.facebook.com/profile.php?id=100063950322909,,"https://static.wixstatic.com/media/f488d8_1760afaba6574997b6231a96fb14de00~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/flowers-of-may.jpg
